Username,Rating,Komentar,Sentimen
ariereza,5,kualitasoketampilaneleganperformaokebaru sampe makasih udh ganti warna yg sesuai foto sprei nya cuci,1
annaherri,5,tekstursangat lembut adem bahannyawarnasesuai gambarkenyamanannyaman pakai,1
cutansa.bila,5,warnamenarikteksturhaluskenyamanannyamanhmm,1
jordhusein26,5,teksturlembutwarnaoke bangetkenyamananlumayan enak lahoke banget sih sesuai harga nya,1
p*****n,5,warnacoksuteksturlembutkenyamanantipe sprei dinginwarnanya kalem suka bahannya lembut,1
liviamc598,5,warnasesuai gambarteksturlembut haluskenyamananbahannya ga bikin panasspreinya bagus banget worth it sesuai ekspektasi,2
dedensofyan572,5,warnasesuaitekstursangan lembut nyamankenyamanannyaman enak pakesangat puas,1
unknow094,3,teksturbagus ademwarnasesuai cantikkenyamanansangat nyaman adem paka,1
iputu00,3,lebar pas masuk full,2
darutm324,5,warnasesuaiteksturnyamankenyamanansangat nyaman utk tidurukurannya sesuai ukuran kasurnya pas mantabzz bahannya lumayan bagus thanks,2
geniushop,5,warnabagusteksturhaluskenyamanannggak panassesuai pesanancuman benang2 yg nempel its okay diilangin koksemoga sukses,2
andiniaidalutfi,5,,1
okysaputro14,5,lebarnya karna ngangkat dibawah ga tercover rapih,1
d*****u,5,dipake sprei nya warna nya sesuai realpict ngepas banget trnyata tp bikin ga gampang geser sprei nya mudahan warna nya ga belel yak kalo ga belel next order warna,1
tonrsa,5,teksturbaikwarnasesuaikenyamananlumayandng harga sgtu wortit sih menurutkucus pd beli ya bagus,1
nyai.rachel,5,kainnya lumayan bagus ya dg harga sgto,1
d*****8,3,pesen 2 dikirim 1 konfirmasi kalo niat kirim aja 1 kalo warna pesanan tdk adadana masuk,1
ajeengwidya,3,warnasesuaiteksturbahan oketapi ukuran 120x600 pas kasur ukuran nomor 3 merek olimpic,1
k*****h,5,kulitas bahan bagus nyaman,1
ervinnadeviyanta,5,warnasageteksturokekenyamananokesemoga awet cocok ya kali beli terimakasih,1
p*****7,5,teksturokwarnaokkenyamananoktambahkan 50 karakter 25 koin shopee,1
m*****h,5,warnasangat bagus sesuai demgan gambartekstursangat lembut nyamankenyamanansangat nyaman dipakaibagus dibeli warna norak,1
arisyaadelia,5,bagus warnanya sukak nex order,1
zixi1p1_l7,4,bagus kain nya lembut sesuai harganya,1
wz9u6ogz_o,5,tampilanbagusskualitasgoodperformaterbaikterimkaashh puas bgt barang nya terimkasih bonus sarungg nya hihi,1
0sf5j9ible,5,tekstursangat lembut nyamanwarnamenarik ceriakenyamananproduk nyaman digunakansesuai pesanan bagus bngt tebbel,1
wantyaan,5,warnaabuteksturgak kasarkenyamananbelum cobatrms shoppe penjual brg sdh sampaismoga enak dipake,1
mardiahmardiah547,5,warnasesuaiteksturlembutkenyamananmemuaskanjahitan rapi lembut sesuai warna bagus bangat,1
madjijeje27,4,teksturlembutwarnaabu tuakenyamanannyaman pas banget sm ukuran kasur kotor,1
andiresting,5,warnabaik sesuai pesananteksturkainnya haluskenyamanannyaman dipakai terima kasih shopee,1
edi_supri1958,5,warnasesuai pesananteksturlembutkenyamananbelum dipakaibarang terima,1
syarahafifah513,5,warnabagus pekat sesuai ekpestasitekstursangat lembutkenyamanandan gak mudah berantakanrekomended maknyosss,1
m*****3,5,warnabagus sesuai gambatteksturtekstur baguskenyamananhalusalhamdulilah hujan hujan kurirnya,1
mozavin106,5,kk barang yg dtg toko kk ak bintang 5 krn pas kain nya jg lembut tp respon donk kk yg salahan uk jd ak balikan tukar uk nya ak tny krm alamat cet cs admin kk gk gubris gk kepake kk uk nya salah ku retur tukar uk nya tolong respon yah kk,1
5gx3563spi,4,warnasesuai gambarteksturlembutkenyamananbiasa sajauntuk sarung bantal guling ukurannya kekecilan bantal guling masuk,1
seput_16,5,teksturcairwarnapinkkenyamananwangii nya enakkternyata gede ya kirain wanginya enak banget suka pokoknya kalem ga nyengat harum nyaman gitu,1
s*****r,5,performabaiktampilanbaguskualitasokewajib beli udh bgus murah lagibaik adminya,1
monikapertiwi,5,,1
windanda984,4,warnamocca 180 200teksturlembutkenyamananbaikjhitaya rapi sih jahit lumayan dg harga yg murah,1
a*****6,5,warnasangat bagusteksturlembutkenyamananmemuaskankualitas bagus lembut puas barangnya,1
naennoannnc,5,warnabagusteksturbaguskenyamananlembutsudah diterima terimakasih kak,1
ritapandelaki,2,teksturlumayanwarnasesuaikenyamananlumayanpanjangnya ngak nutup kasur springbad ukuran 120x200,1
ninikmursiati10,5,warnasesuai pesananteksturhaluskenyamananadempembelian yg 3x thanks seller,2
bam.prasetioo,5,warnahitamnya halusteksturkainnya halus yg licinkenyamananoke,1
jzr1q5adoy,5,warnawarna ngk sesuai gambar warna yg ngk secerah yg digambartekstursangat lembut nyamankenyamananhalus sejuk,1
taufikfik398,5,bagus suka pas banget dikasur,1
irajulianapintar,5,warnacakepteksturagak tipis sesuai dg hargakenyamanannyaman,1
k*****o,5,teksturlembut kayanya enak dipakai haluswarnababy bluekenyamanannyaman guling2 kasur,1
greenvary,5,tekstursangat lembut haluswarnaitem pekatkenyamananlom try krn lg rendam pewangimakasi sellersukses,1
leardow,5,tampilanbaikperformabaikkualitasbahan baikterima kasih gan orderan spreinya,1
sendrayulian,1,pesan barang cuman 2 tokohnya tida amanah menyesal beli pelayanannya tida bagus konfirmasi,1
d*****2,3,teksturlumayan haluswarnabagusjahitan ga rapimudah sobek bahannya lumayan tebal,1
desyimtinanm,5,kenyamananreally recomended seprei is soft material god quality but cheap,2
tiahchaylvie,5,warnawarna nya cerah sesuai gambarteksturbahan nya lembut halus adem,1
sittiharmina123,4,alhamdulillah bagus pesan 3 yg dtng 2 alhamdulillah respon penjualnya dana brng yg tdk dikirim transfer terima kasih,1
teti_rosmiati_sutrisno,4,teksturlumayan nyamanwarnasesuai gambarkenyamananlumayan nyaman tp jahitan rapi suka cacatdan sarung bantal nya sempittolong perbaiki lg kualitasnya biar okeee,1
i*****_,5,warnacoklat tua ganti moccateksturhaluskenyamanansangat nyamanstok habis dikirim beda warna tp gapapa warnanya suka terimakasih banyakk bahan bagus,1
syifaelrachmah,4,teksturhalus ademwarnabeli warna coksu coksu sih pink dikit gituhkenyamanannyaman,0
malinthonandreashutahaean,4,tekstursesuai hargawarnasesuaikenyamananbahannya nyaman digunakanbahannya nyaman lembut kasar harga segitu pesan ukuran 160x200 pas dipakai kasur yg ukuran 160x200 mohon diperhatikan ukuanya ya spreynya ngak kepakai sesuai tujuan kegunaannya,1
julieputri94,2,teksturkasarwarnasesuaikenyamanangerah dipakaikirain bahannya halusternyata kresek2 panas dipakai tipis lagibahan2 yg gampang sobek,1
as.dwiyanti,3,sebenernya bahannya bagus sii cuman pesen warna coklat tua dateng warna abu,1
glgiexlhk1,5,teksturlembut ademkenyamanansejuk n nyamanwarnaokesepreinya lembut n ademberkwalitas murah tdk murahanpokoknya gk kecewathanks,1
reshenanirae,4,warnaputih cerahteksturhaluskenyamanannyamantrimakasih pesanan seprai nya sampe bahan adem lembut putih bersih benang jahitan yg dirapikan benang bekas jahitan digunting biar rapi bercak noda hitamnya gakapalah dicuci aja moga moga hilang,1
sriehapsari,5,kualitasbagustampilanbagusperformabaguswrna bahan sesuai thank you seller,1
l*****i,5,warnamoccateksturhaluskenyamanannyamanbahan halus nyaman bagus next order,1
ahzfe6su9d,3,warnabagus gatau cuciteksturaga lembutkenyamananrada tipis,1
sintavivi357,5,terimakasih barang diterima pengemasan pengiriman cepat kualitas barang sesuai harga mantep pokoknya,1
ikhsan2018,5,spreinya blum dipasang smoga aja pas tp lumayan pngirimannya cepat,1
a*****6,5,teksturbaikwarnabaguskenyamanansejuk nyamanbaranh bagus sejuk pakai pokoknya mantap,1
gopek96,1,udah konfirmasi jauh2 2 warna 1 warna maaf adminnya pegang omongan nya konsistentidak komitmen,1
t*****0,5,tampilanbaik sesuai gambarkualitasbahan lembutperformasangat baikbahannya adem lembut pengiriman cepat terima kasih seller,1
n*****s,5,warnabagusteksturlembutkenyamanansangat nyamanaku suka banget warnanya kalem bersih polos,1
erikakaro,5,kenyamananlembut dinginbahannya tipis ketimbang yg embos tpi sama2 lembut semoga gampang koyak warnanya cantik aslinya yg foto fotonya efek cahaya,1
asisahisah,5,kualitassangat bagus sesuai nyaman lembut pasperformakain nya tebal bagus,1
a*****a,5,warna dikirim sesuai sh tpi gk apaapa diterima bahan jahitannya jg rapi kali beli warna yg gk jd sy dpt,1
aleshaalesha137,5,kualitaslembuttampilanbagus bangetperformasesui fototampilan bagus bahan adem jahitan rapih,1
aof3skawmh,2,kenyamanankecewa uda tulis pesan selera 2 warna ping biru kasih ping ya,1
873umpnwa1,5,tampilanwrnanya recommendedkualitasbahan bgus adem bgt warnanya bgus bgt,1
siapa.ya456,5,performalumayankualitasbelum dicobatampilansesuai hargadengan harga segitu cocok kualitas hehehe,1
p*****7,5,teksturokwarnaabukenyamananoktambahkan 50 karakter koin shopee,1
f*****h,5,tekstursangat lembut nyamankenyamananterasa sejuk nyamanwarnawarna produk sesuai foto,1
rossisondarri,5,kenyamananalhamdulillah udh kali beli puas sprei nya bagus,1
ichakoala_,5,warnawarnanya sesuaiteksturbentuknya gak mudah geserkenyamanansejujkk pakai,1
mzarrar29,5,teksturlembutwarnasesuaikenyamanannyamanbarang diterima dgn baikdan bahannya lembut warna sesuai terimakasih,1
rahmawati.neli,5,warnatidak sesuai dipesan warni kirim warna sageteksturagak tipiskenyamananlumayan,1
m*****7,5,kualitasoktampilanokperformaokbarang sampaipacking rapi amanproduk original sesuai pesanan thanks ya ka next order,2
srimariamsrimariam,5,warnamoccateksturhaluskenyamanannyamankeren bgus bngt bahan nya next order lg,1
alukusuma,5,tampilanbaikkualitasbaikperformabagustali sarung bantalnya pecah molor hrs masukin 4 talinya,1
muhammadindra.12,4,bahan nya bagus okee sih harga bersahabatcuman kayak nya kecepatan ngelipat sarung bantal warna sarung bantal 1 gak sesuai wrna nya abu2 ny muda overaall yaa oke,1
yoss_agape,5,teksturnyamanwarnasesuai ekpektasikenyamananwalaupun tipis cuaca udara dingin sprei nyaman,1
iejgck7top,5,teksturlembutkenyamanannyaman dgn harga murahbrng bagus dgn harga terjangkau nex order,1
aldarizkyananda,4,bahan bagus pesan 2 yg dkirim 1 yg bayar 2,1
alfiah_astuti,5,teksturbarang tekstur haluswarnasangat menarikkenyamananterasa sejuk dipakai,1
nurlaelasari167,4,warnacoksiteksturlembuttbagus reseler nya bagus responnya sarung bantal gulingnya kirim terpisah,1
alfiah_astuti,5,teksturbarang tekstur haluswarnasesuai ekspektasi menarikkenyamananterasa sejuk dipakai,1
d*****3,5,bagus bgt barangnya sukaa bgttt belanja ditoko pengiriman cepat aman selamattt,1
sofia11628,4,tekstursangat lembut nyamankenyamananterasa sejuk digunakanwarnalembut sesuai gambar diatas,1
ma13ozu36q,5,kualitasbagusss bangettttttampilanmasya allahperformamantapibuk2 beli ni baguss banget dgn harga segitu wowww mantepppp,1
stational,5,kenyamanannyaman bahannya licin tp tali gulingnya pendek jd talinya suka mendelep,1
alfiah_astuti,5,tekstursangat lembut nyamanwarnasesuai ekspektasi menarikkenyamanansangat memuaskan,1
r*****9,5,teksturbaguswarnasesuai pesanankenyamanannyamanbarang aman cepat sampainya,1
nowimouwi,2,teksturhaluswarnatidak sesuai pilihan pemasananudah mah ganti warna ga konfrmasi sobek,1
yulitaaris,5,warnawarna sesuaiteksturlembut panaskenyamanandengan harga segitu kualitasnya bagusjahitan rapi,1
rika__chan,5,warnaokee bgttt gelap gk nampak kotorteksturlembut pas pakekenyamanannyaman dam soft kulit,2
v*****n,5,tekstursangat lembut nyamankenyamanannyaman dpakai ga panaswarnacoklat sesuai,1
f*****a,5,warnaabu2teksturlembutkenyamanannyamanbagus sesuai gambar warnanya cantik,1
q*****a,4,tampilansesuai warnakualitasuntuk bahan nya lumayan ga tipis ga tebal jugaperformaok,1
retnolarasati236,4,warnacoksuteksturbarang bagus haluskenyamanannyamanbarang pesan warna mocca warna coksu,1
diannurkhalishah,5,performaoketampilanbaguskualitasokbagus banget sepreinya harga yg wort it,1
r*****5,2,warnasesuaiteksturhaluskenyamanannyamanhalus nyaman tali gulingnya kependekan,1
q*****7,5,teksturlembut nyamankenyamanansangat nyaman pakewarnasangat bagus sesuai gambar,1
a*****2,5,teksturlembut haluskenyamanansejuk nyaman dipakaiwarnasesuai digambar cocok,1
z4g45_ee2n,5,warnawarna bagus sesuaiteksturbarang bagus haluskenyamananhalus dingin,1
ahmadgani24,5,tekstursangat lembut nyamanwarnauntuk warna nya sesuai gambarkenyamananmantap,1
fahrin73080708,2,warnasesuaiteksturhalus tipissarban nya kecilkainnya tipis sesuai hrganya,1
sugih_sudharma00,5,ya harga segini sih ok not bad,2
sitimirbat,4,warnasesuaiteksturyg abu lembur yg biru bahan nyapengiriman cepet tp aga kecewa dikit bahan yg abu lembur halus tp yg biru ngga teliti ya kak tali nya ga lengkap,1
fita_sary,5,kualitasbagus nyaman pake gak panastampilanbagus sesuai gambar,1
w*****1,5,tampilanbaikkualitasbagusperformaokeyybagus spreinya warna nya cantik sesuai pesanan,1
n*****0,3,warnasesuaiteksturyg coksu halus kl yg abuabu bahan kasarkenyamananlumayan,1
lorena.larose,5,warnacantiqqqteksturlembuttttt dinginkenyamanancomfortable,1
irar4hm4w4t1,1,kecewa toko inisaya order 9 pcs spreiyg dtang 8 trus kirim dengar order 1 lgjd yg hrus dikirim 2 yg order dg kekurangan kmrentolong yg amanahsaya beli byak dg uang dg dauntolong teliti lgyg mohon kirimi sisanya yg kmren,1
jajapadillah,3,warnawarna dikirim sesuai pesan abu tua abu mudateksturbaikkenyamananbaiknext warna yg dipesan konsumen pemberitahuan dikirim sesuai pesanan menimbulkan kekecewaan,1
desyandriani12,4,performabagus bahan lumayan tebalkualitasbahan nya lembuttampilanwarna sesuai ga luntur cucitapi sayang ukuran kekecilan,1
rizza296,5,warnabagus sesuaiteksturlembutkenyamananmemuaskanpesanan sesuai banget next order,1
s*****a,5,barang dikirim sesuai pesanan warna kain bagus ga panas sejuk pokoknya memuaskan,1
veearudam,5,teksturmantafkenyamananademlembutwarnaabu tuad coklatini pembelian yg 2 kalixtokox amanah,1
lulukfikriuah89,5,barang bagus lembut nyaman tidur kualitas bagus sekalimantul,1
fitria_amin02,4,teksturcukup haluswarnasesuau pesana baguskenyamananbelum cobabarang bagus sesuai harga segitu makasih resseler,1
nurtatyrumapea,5,warnaceriateksturnyamankenyamanannyaman dipakaisesuai harga pesanan sydah nyampek trimakasih seller,1
a*****p,5,warnasesuai yg dipilihsudah terima tp dipakai stok seprei pengiriman cepat semoga adem bahannya thx,1
naniksriwinarni417,4,warnasangat bagus sesuai gambarteksturhaluskenyamanansejuk nyamannamun sayang sarung bantalnya ukurannya bantal susah masuk,1
rosyrianiseran,5,teksturlembutkenyamanannyamanwarnabguswarna beda tpi nggak yg ok,2
kalangbaskara,5,tampilanminimaliskualitasbaikperformagood jobsemoga karetnya gak cpt kendorukurannya pas bgt jd hrs effort pasangnya,1
u6c20pelck,5,warnacerahteksturlembutkenyamananproduk nyaman,1
c*****2,4,kualitaslumayan dg harga segituperformabagustampilantipis sih tp lumayan hrg segitu,1
r*****3,5,warnapinkteksturokekenyamananokeoke banget pokonya beli deh,1
dewisariyanti20,4,teksturhaluswarnasesuai ekspetasikenyamanansejuk nyamanmakasih ya sya suka deh,1
ainurroziqin986,3,sprei bantal sprei gak pas ukuran 200cm x 200 cm selebihnya bahan nyaman halus,1
b.coffe_,5,warnaabuabuteksturlembutkenyamananademgood product,1
e*****i,5,teksturlembut nyamanbahannya adem bgt bikin tidur nya enak,1
h*****k,4,teksturokekenyamanancukup nyamanwarnasesuai gambarpengiriman cepat packing sederhana warna sesuai gambar tpi sarung guling pendek noda okelah,1
sumarrini069,5,tampilanbagusperformabagus cm tali bantal gulingnya kependekan nggak bs pakai nggak pa2 sih kain nya halus adem,1
bebynobita_,4,ukuranya kekecilan twrnyata hehe gpp amanha banget tokonya makasih ya kak,1
vinsendedi13,5,tampilanbagusperformabaikkualitasbagus,1
ratna_ratanna,4,teksturlembutkenyamanannyaman sesuai hargawarnasalah warna warna malibu yg beby blue,1
nbssby22,4,warnagreyarmycoksuteksturnyamankenyamanansejuk dipkaibhny adem lembut saran aja kak jahitany rapi tali guling ngepres klo bs dipnjangin dikit trmksh,1
irmaneliy,3,warnacoklat tuateksturademmsangat kecewa karna dkasih barang reject bahan,1
t96vlbpia4,5,teksturhalus lembutwarnahitamkenyamanansejuk nyaman,1
nofitadoidris650,5,teksturlembut nyamanwarnasuka skli warnanyasaya order,1
amandaayuk,4,warnacoksuteksturhalus,1
octavianwn,5,bagusss kekecilan pas bgt halus lembut gak panas tau berubah warna gak hbs dicuci estetik san murahhhh,1
s*****o,5,warnabagusteksturbaguskenyamananbaiksesuai pesanan bahan lembut pengemasan cepat recommended,1
yuriadu_badiah,5,teksturlembutwarnabagus yg dikirim yg fi maukurir ok,2
m*****r,5,warnasesuai gambarteksturlembut bgtkenyamanannyaman,1
evadijah,4,emang sarung bantal nya ya,1
bundakhay15,4,teksturlumayan sesuai hargawarnawarnanya pudar pekatkenyamanansesuai harga,1
d*****e,5,warnabagusteksturlembut ademkenyamanannyamannnnnbagus sih asli bahannya adem ga panas gitu lovee bangett,1
a*****n,5,teksturadem haluskenyamananadem gak panaswarnacoksuproduk sesuai pesanan kecepatan pengiriman oke,1
ariskad28,5,sprei nya bagus bahan nya lembut gk panas next order warna lainya terimakasih shopee seller and expedisi kurirnya,1
utterfluke_3001,5,warnasesuaiteksturlembutkenyamananok1 set seprai kasur uk 180x200 2 sarung bantal 2 sarung guling guling pasang kain tipis sesuai harga,1
yulitaseptiani09,5,kualitasini murah tp bahan ga kaleng kaleng,1
khamillashakinah,1,penipu beli 2 kirim satuminta uang udah seminggu uang gk kembalikan dikirim warna alasan gk bisasumpah nyesal beli,1
r*****z,5,warnacerahteksturlembutkenyamanannyamnaenak lembut gak panas badan tidur nyaman next order warna laen,1
andangkurnaedi123456,3,teksturbiasa sajawarnalumayan terangkenyamananagak panas bahan tipis banget,1
p*****3,5,warnabagusteksturbaguskenyamanansayangnya lambat sampainya nunggu nya hmpir 2 mingguan smpk rmh,1
f*****r,5,paket cepat produk diterima sesuai dipesan,1
am7nah,5,barangnya halus lembut custumer suka mksh seller berkah,1
dani7168,4,produk lumayan oke sesuai harganya aga tipis oke,1
mifathuljanah,3,warnahijauteksturbaikagak kecewa karna ga double karet iklannya double karet udh chat admin bilangnya double karet ga double karet,1
yanifahelanora,3,sarung n gulingnya 3,1
stevidanda,3,warnatdk sesuaiteksturkasarkenyamanantipis banget kain nya ukuran sarung bantal gulingnya,1
zu9hgnf270,3,warnawrna sesuai pesananteksturbiasah kainnya tipiskenyamananbiasah aja sumuk aja kalo dipake tidur sy review sdh pakai biar tau kualitas barangnya tpi ya lumayan harga segitu mahal kurir aja kurirnya ambil untung hehehehehe,1
fajarwati880,5,sobek bungkusnya dalamnya amanterimakasih ya shopee tokonyananti order pekingnya ditebalin yabiar sobek,1
a*****m,4,kualitaslembuttampilanbagusperformalumayanbarang mendarat selamatpengiriman lambat,1
b*****s,4,bahan jujur bagus bgtt lembuttidak panas jujur warna bgt yaa yg gambarini real nya kaya oren coklat gtujadi nanggung warna nyaa ga susai fotoo syg bgtt sih,2
indriarman15,4,teksturhaluswarnabgs sesuai gmbarkenyamanannyaman halus skli,1
syilaputrii,5,kualitassuper bagus polltampilanmenarikperformabagus nyaman dipakebagus bgtt kak langganan sih,1
mademegayunita,5,performabaguskualitastebaltampilangoodbahan bagusadem,1
i*****a,2,warnasesuaikenyamananpemasangan susah its too too tightpasang nya susah ukuran 120200 bener2 pas sampe karetnya diujung2 pake tenaga ekstra nariknya masukin ujung kasur karet ujung sprainya susah maaf but not going to repurchase,1
hl9depxhyk,5,warnasesuai gambarteksturlembutkenyamanannyaman,1
mualimin2101,4,bahannya bagus ademtapi sayang sobek dikittapi gapapa puas barangnya,1
w*****h,5,warnasesuaitekstursesuaikenyamanansesuaikualitas bagus sesuai harga pengiriman cepat,1
rianti12rianti12,5,warnacoklatteksturhaluskenyamananblm taupaket sdh sy terima tipis skl bahannya tp sdh sy pesen semoga adem dipakai dicuci tdk berbulu robek,1
herniatibablu,1,pesan 2 pcs sprei ukuran 180x200 160x200 kirim 1katanya uangnya refund skrg kirim,1
firmanamd744,3,warnasesuaikenyamanansesuai hargapesan seprei 2 yg dikirim 1 saran kak klo sepreinya habis konfirmasi chat iya dana kembalikan sih tpi harga sepreinya 68 tpi yg dikembalikan 61,1
emlin3,2,warnahitamteksturhaluskenyamanan80kegedean ga press,1
hilman_azhari,1,warnapesan hitam polos yg dikirim,1
idasuhada332,1,sesuai pesanan pesan lemon lime yg dtg beda,1
a*****a,4,warnacoklatpesen warna hitam yg dateng coklat chat konfirmasi sellernya stok kirim warna,1
chamakh.bnz,5,teksturlembutwarnasesuaikenyamanannyaman adem,1
8algfrzkwy,1,warna d kirim sesuai pesanan kosong warnanya d konfirm dlu kirim warna yng,1
nmlsrdewii,1,sy pesan 2 tp yg dtg cmn 1 blgnya return smpai 1mngguan tgg blm direturn jga gmna sii balas cht jgn dilht doang,1
haerulfadly_,1,barangnya udh dikirim kosong barangnya pas cek out produknya,1
nengdoko,1,pesannya 2 varian seprei bayarnya jg 2 tpi yg dtg cuman 1 chat penjualnya gimana yah mala ga respon2 pdhal online mgkin krn pembelinya yah jdi ga peduliin,1
mufida20814,5,warnabaguscantiksesuai gambarteksturhaluskenyamanansangat nyaman,1
t*****i,3,pesannya hitam polos tpi yg dtang gk polos,1
maha2003,3,pesanannya dikirim tulisannya return tp dikirim udh chat brp kali msh aja tindak lanjuttolong dikirim dikembalikan uangnya ya,1
fellaraaaaa,1,tampilanyakualitasyaperformayaorder coksu yg dikirim coklat tua kalo jd repot customer nya retur barang jd ga pilih yasudahlah jd rugi yg order yg dikirim ga sesuai ekspektasi kalin teliti biar customer puas,1
jali494,1,kali cuci kain lembut nya berubah kyk grijilan kain gitu jdi gk nyaman lgi,1
yaumil_19,2,admin ga konfir produk kosong main ganti warna klo retur lg pdhl ribet,2
komartajaya,1,warnapesanan warna abu konfirmasi dikirim warna coklatteksturbelum dicobakenyamananbelum dicobasedikit info pembeli pesanan pembeli sesuai yg pesan mohon info etalase dituliskan warna habis permasalahkan uang kepercayaan pelanggan cek out berbeda warna pesan terimakasih,1
faifaifa,4,tampilanwarna sesuai pesanan ukuran sprei sesuai pesanankualitasstandarsprei ukurannya sesuai dg pesanan ukuran sarung bantal gulingnya bantal guling ukuran jumbo maksa pakenya fluffy bantal gulingnya saran seller sertakan ukuran sarung bantal gulingnya customer kecewa barang diterima,0
hsedocumentcontroller2018,1,warnatidak sesuai deskripsi dikonfirmasi ukuran no 2 warna kubus habis diganti warna cokelat tua warna kubus pesanan abu ukuran no 3 diganti cokelat tuasaya bintang 1 cocok terbuang,1
juharnirasyak,3,sesuai harga bahan tipis semoga aja gak panas pakai,1
m*****e,5,pesan 2 yg 1 tim packing gudang amanah apresiasi terima kasih respon nya yg pemilik toko next nya tim packing teliti,1
h*****n,4,warnalebih muda abu tuateksturtipissesuai harga sih,1
dianhati70,5,kenyamananbelum dicobateksturkeliatannya lembut bahannyawarnabiru nya muda banget,1
nettiliaagustin10,1,beli seprai nambah sarung bantal yg kirim seprai nya chat respon uang nya dasar toko ga amanah,1
nengahjuliawan330,2,4 sarung bantal kekecilan sprainya bagus,1
adityanurakbar09,2,cacad produksi sarung bantalnya terjahit sempurna sayangnya lihat seminggu pakai ga retur saran produk kirim pembeli perhatikan quality controlnya karna cacad produksi rusak pengiriman rusak karna pakai,1
nita.permatasari,1,pesan 2 hitam 1 abu2 1 tpi yg dtg hitam aja sya chat k penjual ga respon2 pdhal smpet online trus pesanan org,1
viviniaandika,4,pesan 2 yg 1 ga dibilang dikirim ganti warna barang refund kembaran seprainya 2 kasur komunikasi toko bagus,1
l*****7,5,bagus keren banget item,1
aira.17022016,4,warnasesuai fototeksturagak licinbahannya beda dgn yg warna coksu ya kak bagusan yg coksuterimakasih,1
susikkkkkk,1,please kena tipuseharusnya toko blacklist ajajualan gak amanahaku beli produk 2 dikirim 1 pertanggung gak respon 2 barang kosong gak konfirmasi dulumain refund refund ajakatanya dikirim random gk dikirim skli,0
xy1qa08_cc,4,kenyamanankurir ramahklo ganti kurir becus,1
seregar.12,5,bagus,1
nyayuratna,5,bagus,1
d*****o,4,warnaputih mocca lattepesan 3 pcs dikirim 2 pcs mocca dikirim ngga available minimal info ajajanji refund ngga refund 3 hariuang ngga hambatan jualan,2
ayu28_tiari,3,bahannya aja sesuai harga pengiriman bener2 lama2 dikirim tanggal 30 september tgl 11 oktober,1
surisurr,2,tali sarung gulingnya seller gamau kirim kekurangannya,1
zahranaima761,3,warnatidak sesuai pesanan sya psn warna abu tua yg warna seragam sma,1
ermafik,4,,1
annesyulianita,1,performajelek produk gaada uang gak dikembaliin dikirimin ga sampe sampe slow respon chat gak bales bales,0
c*****5,3,kualitasga muat kasur lebar ga sesuai ukuran deskripsi tukar ogah ribett prosesnya,1
monicahidayat247,1,pesen 3 yg dateng 2 chat live lambat 1 respon chat wa nanya refund gak respon 2 sibuuukkk bgt wa bilang lg sobuk kesalahan penjual kedepannya tolong,2
nazgulanvarbekkyzy,5,,1
eriknebotai,4,teksturlembutwarnaabukenyamanannyamanbertanggung,1
manyafikry,1,pesan 3picis yg cuman 2 picis komplain gk ditanggapi,1
ilnayuti,3,warnasesuaiteksturnormal bahan katun biasskenyamananbelum dicobatali karet guling terjahit bahannya dipasang beli sprei terpasang rapi pakai,1
winenanjarsari,4,,1
l*****r,1,teksturb ajjakecewa bnget ama benang jahitan nyaseprei nya warna coksutapi dikasih benang warna ijo yya ga nyambung,1
paulmayori,1,pesan 3 dikrim 2 toko amanah sm jgn beli nyesal,1
_*****x,5,warnabagusteksturlembutkenyamanannyamansukaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1
r*****h,2,warnapesan gak sesuai warnaa dikirim random konfirmasi keterangan tulisan warna kalo stok kosong dipilihin warna kuning,0
studio.rajut,5,lg cuci cocok bgt kado nikahan makasi ya kak,1
bellakristiana,1,amanah pesan 3 barang yg 2 bilangnya refund mentransfer ganti barang ready 2 minggu proses refund proses proses,2
dewi_puspita226,4,bagus adem ya sesuai harga jd tipis tp ttp enak dipake harga rupa yaaa,1
hanumizatunaa,5,beli 2 yg dteng 1 udah dihubungi penjualnya ga respon udah chat respon,1
b*****y,5,pesen abu tua abu muda,1
fransiskaafinsa,5,teksturbagus bangetwarnamenarik sesuai gambarkenyamananlembut panas kainnya,1
wiwitjackyshop,5,kualitasbagusperformabaiktampilanbagus,1
yayaclaudiaangelia,5,bagus bgt omg memuaskann,1
k*****n,5,,1
anitaummidylan,5,warnalembut sesuai gambarteksturnyamankenyamanansejuk halus bahannya,1
n2vav3b1pk,5,warnawarna oketeksturhalusskenyamanannyaman next order warna,1
_*****k,4,warna nya beda yg terang beda foto foto gelap,1
anysuratmi,5,warnabagusteksturbagus bgtkenyamanannyaman bgt adem,1
santisan696,5,suka bahan nya adem,1
firasyafira842,4,lumayan haraga segitu,1
bunda_larti_14,1,bagaiman menilai barangnya aja ga dikirim menerima barang pesenan sy sprei home made polosnya,1
farishilmawans,5,teksturlembutwarnameronakenyamanansangat nyaman,1
f*****_,5,,1
mozavin106,5,suka ak kk sesuai warna bahan nyatp salah uk nya kk mohon tukar yah kk seprai nya aja sya krm lg yah sya pesan 1 lg kk krm nya 2 krn yg dtg gk sesuai uk,1
marlindayanti,1,pesan 2 1 refund nggak jaminan kembalikan chat balas pengalaman refund uang barang kirim amanah,1
