Username,Rating,Komentar
paulmayori,1,"Pesan 3 dikrim 2, toko tidak amanah sm sekali, jgn beli disini nyesal"
_*****x,5,"Warna:bagus
Tekstur:lembut
Kenyamanan:nyaman

Sukaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
r*****h,2,Warna:pesan gak sesuai warnaa dikirim random tanpa konfirmasi di keterangan tidak ada tulisan warna kalo stok kosong malah dipilihin warna kuning
studio.rajut,5,kebetulan lg di cuci cocok bgt buat kado nikahan makasi ya kak
bellakristiana,1,"Sangat tidak amanah, pesan 3 barang yg datang cuma 2.. Bilangnya mau refund dengan mentransfer kembali karena tidak bisa ganti dengan barang yang ready, tapi sudah 2 minggu lebih masih belum proses refund, ketika ditanyakan nanti proses nanti proses saja 😌"
dewi_puspita226,4,Bagus adem cuma ya sesuai harga jd agak tipis tp ttp enak kok dipake ada harga ada rupa yaaa
hanumizatunaa,5,"Beli 2 yg dteng 1 udah dihubungi penjualnya tapi ga di respon, udah di chat respon lama"
b*****y,5,pesen abu tua datang abu muda
fransiskaafinsa,5,"Tekstur:bagus banget
Warna:menarik sesuai gambar
Kenyamanan:lembut tidak panas kainnya"
wiwitjackyshop,5,"Kualitas:Bagus
Performa:Baik
Tampilan:Bagus"
yayaclaudiaangelia,5,bagus bgt omg😍😍😍 sangat memuaskann🥰🥰🥰
k*****n,5,
anitaummidylan,5,"Warna:lembut sesuai dengan gambar
Tekstur:nyaman
Kenyamanan:sejuk dan halus bahannya"
n2vav3b1pk,5,"Warna:warna oke
Tekstur:haluss
Kenyamanan:nyaman, next order warna lain"
_*****k,4,Warna nya beda yg datang agak lebih terang.... Beda di foto... Di foto agak gelap
anysuratmi,5,"Warna:bagus
Tekstur:bagus bgt
Kenyamanan:nyaman bgt adem"
santisan696,5,Suka bahan nya adem👍👍👍👍
firasyafira842,4,lumayan untuk Haraga segitu
bunda_larti_14,1,"Bagaiman mau menilai barangnya aja ga dikirim/ saya  tidak menerima barang pesenan sy, sprei home made  polosnya..."
farishilmawans,5,"Tekstur:lembut
Warna:merona
Kenyamanan:sangat nyaman"
f*****_,5,
mozavin106,5,Suka ak kk sesuai warna dan bahan nya...tp salah UK nya kk mohon di tukar yah kk seprai nya aja sya krm LG yah sya pesan 1 LG kk krm nya 2 Krn yg DTG GK sesuai uk
marlindayanti,1,"Saya pesan 2 malah yang datang 1. Selanjutnya mau di refund nggak ada jaminan akan di kembalikan. Karena chat tak pernah di balas. 
Pengalaman refund akhirnya uang tak kembali dan barang pun tak kirim. 
Tidak amanah"
s*****4,1,"Minta warna mocca dikirim coksu.
Di packing di tulis maaf kami mengganti warna tanpa konfirmasi pembeli.

Mengganti tanpa konfirmasi adalah hal yg paling menjengkelkan. Seenaknya aja sellernya"
m*****5,2,"Barang yang datang tidak sesuai. Saya pesan 180x200 tapi yang datang 160x200 itupun cuttingannya cuma 150x200
Lain kali kalau menjual barang yang jujur ya."
sandi.inyoman,1,"Size panjangnya kekecilan,, kurang dri 200cm ga bisa kepasang, penjual slow respon"
r*****i,4,
n*****a,1,Barang yg diantar -1 dan respon toko sangat slowrespon dan cukup bikin kecewa🙏🏻
santysanty668,5,"Warna:cantik
Tekstur:lembut bahan tebal
Kenyamanan:sangat nyaman"
andikalabalaba123,5,
0t2d7so8mr,4,Waahh barangnya bagus ga kecewa deh order sprai di toko ini
y*****5,5,"Tekstur:bahannya lembuut
Warna:sesuai gambar
Kenyamanan:adem,ga panas dan ga kasar"
gedek123kfkfkf,4,"Warna:hitam
Tekstur:lembut alus
Kenyamanan:mbiasa aja"
viviludji,4,"Tekstur:nyaman
Warna:sesuai
Kenyamanan:blm di coba

Okelah"
hanamarkonah,3,"Performa:jahitanya amberadul ngawur , ora rapih blass ,tolong koreksi lg donk
Kualitas:biasa
Tampilan:biasa biasa"
hasnahnabila434,3,"Tekstur:bagus sesuai harga...
Warna:warnanya bagus
Kenyamanan:bagus dipakai, lembut..."
lindasapiiembull,5,Kain halus. .cuma sayang kekecilan . .saya salah ukuran
aldikibow,5,"Bahan lembut dan nyaman,  Untuk harga segini sangat rekomendasi"
s*****1,5,Tampilan:lembut banget seprei nya 🥰🥰 nyaman dipake
dewa_rahmadhi,4,Bagus bahan lembut adem nggak kresek kresek keren pokoknya
yayuk_selviana15,1,"Bagi yang mau pesan bisa berpikir dahulu untuk beli ditoko ini, karena sangat tidak profesional, tidak kompeten & Tidak sesuai pesanan, TIDAK AMANAH, bisa dichek historical pesanan saya, dan chat atau respond dengan penjual, next tolong benar"" dicek dan dipastikan ke penjual, biar penjual tidak ngawur ngirimnya.. saya pesan warna tidak sesuai, okelah kalau warna masih bisa tetap dipakai ya.. tapi ini ukuran juga tidak sesuai, akhirnya tidak bisa dipakai spreinya. 
Untuk seller mohon lain kali diperhatikan packing nya.. ditulisnya apa isinya apa tidak sesuai...kecewa sih, berharapnya bisa jadi langganan,tapi kesan pertama sudah mengecewakan. "
rafifdzaky21,1,"Warna:warna tidak sesuai

Pesan warna coklat tua, yang dateng abu tua."
zqtt6fb7ev,5,"Tekstur:lembut dan nyaman
Warna:sesuai gambar
Kenyamanan:sangat nyaman di gunakan"
hayatunnufus2312,1,"Warna:tidak sesuai yg dikirim
Tekstur:tipis, ga terlalu lembut
Kenyamanan:agak panas

bintang 1 untuk pelayanan toko ini, pesan coklat tua yg dikirim warna lain. kecewaaa!!
harusnya kalo mau diganti tunggu acc konfirmasi dari customer baru dikirim."
teti_rosmiati_sutrisno,1,"Tekstur:kecewa bahan nya kasar ,,jahitan tdk rapih,,sarung bantal sempit dan banyak ygcacat
Warna:coklat tua
Kenyamanan:kecewa sangat kecewa banyak yg cacat...

Tolong dong perbaiki pelayanan nya,,teliti dulu barang nya,, jangan asal kirim barang.."
salkabhi,5,"Beli 2 dikirim 1 ternyata stok habis, jangan langsung klik barang di terima ya gaes, klik pengembalian dana agar uangmu kembali separuhnya... Just info 🙏"
tomi_kaka07,1,"Warna:ga sesuai
Tekstur:kusam kasar
Kenyamanan:ga ada nyaman2nya..

Saya beli 2 sprei. Yang datang cuma 1 sprei. Saya belinya sekalian 2 sarung bantal dan 2 sarung guling. Ini yang datang cuma sprei aja. Emangnya mau disarungi apa? Refund jg blm ada sampai skrg.

Penjual ga ada tanggung jawab.
Kapok beli disini"
lukyindra13,5,"Warna:sesuai
Tekstur:baguus
Kenyamanan:nyaman

Mantap pengiriman sangat cepat"
nianugraha201280,5,"Bagus dan enak dipakainya, mau pesen lagi dengan wrn lain"
fazaryudiska,1,"Warna:putih
Tekstur:halus
Kenyamanan:ok

Kecewa gk muat nyesel ah"
bkdnrlsutb,4,Alhamdulillah bahannya puas banget lupa tadi foto seprei nya
tikayanti3,5,"Warna:sangat bgs sesuai foto
Tekstur:lembut dn nyaman
Kenyamanan:memuaskan sekli"
retnodjuniati66,5,"Warna:netral
Tekstur:bahan adem
Kenyamanan:nyaman

Lumayan untuk ganti sehari2"
acifa743,5,"Warna:warna sesuia
Tekstur:halus
Kenyamanan:lembut dan nyaman

Kainnya lembut"
x0o95tm4rh,5,Alhamdulillah  barang nya bagus insyaallah pesan disini lagi
underlino,5,"Paket sudah diterima dan sudah dipasang, terimakasih kak"
monalisakraemer,2,"Kualitas:biasa
Tampilan:biasa
Performa:buruk, lipatan jahitan bolong

Lipatan jahitan bolong2 tidak rapi 😤"
isa.154ko,4,"Amanah belanja di toko ini...klo barang tdk sesuai pesanan tanpa ijin si pembeli pihak toko tidak akan mengirim barang random.
dan dana akan di kembalikan 100 persen.
besok pesan lagi klo stocknya sudah ready.."
a*****u,5,"Warna:Agak beda warnanya, cokelat tua nya agak burek, tapi lumayanlah
Tekstur:agak tipis
Kenyamanan:belum coba dipakai

Agak gak sesuai ekspetasi, tapi yaudahlah buat ganti lumayan."
y*****9,3,Wrna nya ketukar... yg inii Pesan coksu d kirim mocca..
chaicha093,4,"Warna:sesuai dengan ekspetasj
Tekstur:lembut dan nyaman
Kenyamanan:nyaman sekali"
susisusantii996,5,"Performa:baik
Kualitas:oke,adem
Tampilan:bagus sesuai"
fitriaria11,5,"Warna:bagus
Tekstur:halus
Kenyamanan:ga panas di pake"
dhiza468,5,"Kualitas:baik
Tampilan:bagus
Performa:bahan nya adem"
dewi_unik,2,"Kualitas:kurang bagus

Jahitan tdk rapi, pinggiran berkerut
Ukuran sarung gulingnya kecil, beda dikit sm sarung bantalnya, jadi kekecilan jika dipake ke gulingnya
Next diperbaiki kualitasnya yaa"
s*****2,1,"Warna:gak sesuai
Tekstur:biasaa
Kenyamanan:biasaa

pesan hitam dikirim biru anjiiirrr, up bintang 1"
he9kiic1g4,1,"Tekstur:buruk
Warna:buruk
Kenyamanan:buruk

kecewa, mesen warna hitam yang datang warna navy, dan penjual tidak ada respon,
bintang 0 untuk toko ini."
6desypratiwi,5,"Tampilan:cantik sesuai
Kualitas:bahannya adem warnanya pas"
studio.rajut,5,Maaf pake sprei yg lain karena langsung di cuci so far so good sih makasi ya kak
yaniaja953,5,"Bahan bagus lembut , pengen beli lagi thx sukses selalu"
irza1902,5,"Warna:soft
Tekstur:lembut bagus
Kenyamanan:sangat nyaman"
putriaisahputsah,3,"Review jujur, sesuai harga sih. Bahan tipis, panas, tapi masih berguna  kok buat ganti""an sprei"
vivimsftr24,4,"Kualitas:sesuai harga
Tampilan:sesuai gambar

Ukurannya kurang pas ke kasur, ke guling sama bantal kurang besar"
u91nhkdrgy,5,Barangnya bagus sesuai dgn harganya.... Nnti beli lagi
yuliyantinj,3,"Ga ngerti kenapa warna sarung sama sprei nya beda, sarung nya lebih gelap"
diahpurnamadewi,5,"Harga sesuai kualitaslah yaa, tp oke kokkk!! Thankyou!"
_vishakamarketmandiri,5,"Warna:bagis
Tekstur:halus
Kenyamanan:sejuk

Anak suka lembut dan sejuk"
dogilagil,1,"Performa:buruk

saya pesen 2 yang dikirimnya satu, kalo emang warna yang dipesen gak ada, konfirmasi dulu lewat chat jangan langsung kirim!!"
m*****g,5,Lembut. Semoga tidak luntur nanti setelah dicuci. Thankyou seller
haispilomali,5,"Tekstur:lembut
Warna:oke sesuai pesanan
Kenyamanan:nyaman"
o_m_80xgfv,2,"Tekstur:kasar
Warna:warna nyaa TDK serti Lilac yg sy mksd
Kenyamanan:Cpt kusut dn tipis bikin gerah klo di pke tdr"
riskival,5,barang adem mantapp poko nya jadi langganan kedepan nya
l*****a,5,"Performa:bagus
Tampilan:bagus
Kualitas:terimakasih seprainya sudah datang. warna bagus,ukuransesuai,bahannya bagus"
f*****a,5,"Warna:kalem bagus
Tekstur:standart
Kenyamanan:standart

Sprei lumayanlah sesuai harga"
emelya13,5,"Warna:ok
Tekstur:lumayan halus
Kenyamanan:blm di coba"
cahyaarsan,5,"Warna:sesuai
Tekstur:halus
Kenyamanan:nyaman

Sprei lembut dan ukurannya pas"
marwahchalid01,4,"Tekstur:tekstur halus
Warna:warna seuai gambar
Kenyamanan:nyaman dan lumayan sejuk"
revihestikachrisantizebua,5,"Performa:baik
Kualitas:bagus
Tampilan:bagus

bahan lembut.. pengiriman super cepat"
idasumiati01,5,"Kualitas:top
Tampilan:good job
Performa:nice

Bahan lembut, Pengiriman super!"
marlina123456789_,5,"Kualitas:sesuai dengan difoto
Tampilan:sangat bagus"
m*****a,5,"Warna:coklat tua
Tekstur:lembuut

Bagus bahanya adem"
r*****a,4,"Warna:sesuai
Tekstur:lembut
Kenyamanan:puas

Semoga awet"
malvindaniswara434,2,"Bahanya  tipis banget ,sarung bantalnya kecil
Spray yg warna marun luntur.
Kecewa sy beli ditoko ini."
itu31f1g8y,5,"Tekstur:lembut
Warna:keren
Kenyamanan:sangat memuaskan

Sangat bagus"
afifa_354,5,"Warna:bagus sesuai gambar
Tekstur:lembut banget
Kenyamanan:nyaman"
a*****f,5,"Warna:sesuai ekspetasi
Tekstur:lembut dan nyaman
Kenyamanan:sangat memuaskan"
afifahwalsamal,1,"Tekstur:lembut
Warna:coklat

Bahan bagus dan lembut"
i*****.,1,"ukuran ga pas, yg 180x200 kebesaran, yg 120x200 kekecilan haduuuh. guling kekecilan, bantal kebesaran gatau ah 😩"
faharahandayani,5,"Tekstur:sangat nyaman
Warna:menarik dan bagus
Kenyamanan:nyaman"
dhiza468,5,"Performa:lembut dan adem spreinya
Tampilan:bagus
Kualitas:baij"
nuning_sumartini4,5,"Tekstur:lembut
Warna:pink dan coklat muda
Kenyamanan:sejuk

Bagus recommended"
s*****i,5,"Warna:bagus, sesuai gmbar
Tekstur:lembut dan nyaman
Kenyamanan:sangat nyaman"
tri62yudi,5,"Tampilan:bagus
Kualitas:bagus
Performa:baik

Moga manfaat dan awet
Terimakasih"
o*****d,5,"Tekstur:bahannya lembut
Warna:cantik
Kenyamanan:nyaman"
cherysh_shop,2,Pesan 16 dikirim 14..refund lama..brg tdk ada tanpa konfirmasi membeli jadi rugi ongkir
faalfarisy,3,Bahannya ngebrudul setelah di cuci jahitan jg kurang rapih sarung bantal guling terlalu kecil
dianpurnawati698,5,"Warna:hitam, army, abu tua
Tekstur:lrmbut
Kenyamanan:nyaman"
7qtd6v_zu7,5,"Warna:sangat bagus
Tekstur:sangat lembut
Kenyamanan:sangat nyaman"
wiwiwiamah,4,"Performa:halus bhnnya
Tampilan:bagus
Kualitas:sepadan dgn harga"
a*****e,5,"Warna:sesuai gambar
Tekstur:cukup halus
Kenyamanan:sejuk"
p*****a,2,"Pesan coklat,yg datang abu tanpa konfirmasi ukuran sarung bantal jg kecil,,TDK d tulis d deskripsi barang.smg kdpnnya LBH amanah lagi."
ikadekagusadinatha,5,"Warna:abu
Tekstur:lembut
Kenyamanan:nyaman dipakai'

Bagus"
m*****8,5,"Tekstur:sangat bagus 👍
Warna:sesuai gambar
Kenyamanan:produk berkualitas"
marlenimarleni383,4,"Kualitas:baik
Performa:baik
Tampilan:lumayan sesuai dgn yg digambar"
echy1420,5,"Performa:mantap
Tampilan:Manis
Kualitas:OK

Keren..memuaskan 😍👍"
s*****5,5,"Warna:menarik
Tekstur:barang halus
Kenyamanan:sejuk dipakai"
qfq6g9ipaz,5,"Warna:warna bagus sesuai pesanan
Tekstur:halus
Kenyamanan:nyaman"
machful_2022,5,"Warna:ok
Tekstur:lembut
Kenyamanan:nyaman

Size 160x200 bagus pas di kasur"
s*****1,5,"Tekstur:halus dan nyaman, adem bhn nya

Bgs sprei ny"
kisahsedih868,5,"Next order lg.. 
Aku suka bahan👍"
aliinamul,5,"Warna:sesuai expetasi bagus banget
Tekstur:halus
Kenyamanan:sangat nyaman"
oki_ariana,5,"Warna:latte sesuai pesanan
Kenyamanan:enak bgt bahan nya"
arshaka1223,5,"Tekstur:lembut
Warna:abu
Kenyamanan:nyaman

Fast respon"
chamedadaaa,5,"sumpa bagus banget, bahannya gabikin gerah dan gatel juga, nanti beli lagi buat ganti ganti"
,3,"Seprainya bagus, sampai saya order 3 
Tapi saya order uk 160 tapi yg dikirim 180, harus lebih teliti lagi yaaaaa"
mariaa_storee,5,Baguuus suka
berrynarto,5,"Performa:bagus
Tampilan:bagus
Kualitas:bagus

Pengiraman cepat, amanah"
dariyanto006,5,"Warna:warna sesuai expektasi
Tekstur:bahan halus
Kenyamanan:nyaman saat digunakan"
afifahnurrochmah21,4,"Warna:Sesuai gambar
Tekstur:Nyaman

Bagus dan halus.semoga bermanfaat buat kado"
ayu_1075,5,"Sesuai dengan gambar, tekstur halus dan lembut, terimakasih"
sila89,4,"Tekstur:soft lembut
Warna:black
Kenyamanan:nyaman banget"
eenzkece,5,"Tekstur:Lembut
Warna:Hitam pekat
Kenyamanan:97℅

Bagus lah"
optarianta,4,"Tekstur:bahan a GX panas
Warna:sesuai
Kenyamanan:bagus"
pi711i1fm8,4,"Warna:abu muda
Tekstur:bagus lembut
Kenyamanan:sangat nyaman"
r*****8,5,"Warna:menarik
Tekstur:bahan halus
Kenyamanan:sangat nyaman dipakai"
ayuandii,5,"Tekstur:kerennn
Kenyamanan:mntp
Warna:bgus

Lembut bgt"
a*****8,5,"Kualitas:lumayan
Performa:lumayan
Tampilan:lumayan

Sesuai harga ny"
idafaris629,5,"Warna:sesuaj
Tekstur:lembut
Kenyamanan:ringan di pakai"
melodicinta762,5,"Tekstur:nyaman
Warna:sesuai dgn gambar
Kenyamanan:halus"
yanidya,5,"Warna:sesuai
Tekstur:halus
Kenyamanan:sejuk dan nyaman"
cucuhokage23,5,"Tekstur:halus
Warna:sesuai pict
Kenyamanan:sejuk

Worth it"
wijayaramadhan586,5,"Tekstur:lembu
Warna:warna sesuai
Kenyamanan:sangat nyaman"
5_ctu5frts,5,"Warna:sesuai
Tekstur:halus
Kenyamanan:nyaman

Rekomen bgt"
auliafitriani981,4,"Warna:coklat
Tekstur:lembut
Kenyamanan:sangat nyaman dipakai"
saptaningsih87,5,"Warna:pink
Tekstur:lembut dan adem
Kenyamanan:cocok untuk baby"
usman_mon86,3,"Warna:biru ( sesuai pesanan)
Tekstur:biasa
Kenyamanan:biasa"
renydoank5588,5,"Tekstur:bagus
Warna:merah cakep
Kenyamanan:untuk harga segini bagus"
rahma9599,5,"Warna:sesuai
Tekstur:lembut
Kenyamanan:nyaman sejuk

Yang warna abu ini ternyata kurang sarung gulingnya.. Aku baru buka tadi, dan gak sempat video unboxing. Aku kira isinya gak bakal kurang, soalnya yg paket warna hitam kotak isinya lengkap. Ternyata yang paket warna abu² polos kurang satu sarung bantalnya
Isinya cuma seprei, sarung bantal kepala 2, sarung guling 1.
"
d*****2,4,"Warna:ok sesuai yg dipsn
Tekstur:halus+nyaman
Kenyamanan:pengiriman cpt"
iimrusmiati123,5,"Warna:lembut
Tekstur:nyaman
Kenyamanan:belum d coba semoga nyaman"
veronikakus,5,"Warna:sesuai
Tekstur:lembut
Kenyamanan:blm dipakai jadi blm tau"
heripunk732,5,"Tekstur:lembut
Warna:sesuai dengan yg di pesan
Kenyamanan:bagus"
6wy2h3yzp7,5,"Warna:sesuai pesanan
Tekstur:halus
Kenyamanan:sangat memuaskan"
ardyirawan532,5,"Warna:abu tua
Tekstur:sangat lembut
Kenyamanan:nyaman kali di pakek"
o7v653pwxu,4,"Warna:ok
Tekstur:ok
Kenyamanan:blm dipakai

Bagus sesuai hrga"
cempaka_aneka_lapak,5,"Performa:mntap
Kualitas:bagus aga tebal
Tampilan:mntap"
r4chmad81,5,"Tekstur:adem
Kenyamanan:adem
Warna:salah

Bagus bahan adem,cuma salah kirim warna"
vik4l_zul,5,"Warna:Menarik
Tekstur:lembut
Kenyamanan:sejuk

Tebal bagus"
renakomala,4,"Warna yang di kirim ngk sesuai, mnta warna apa d kirim warna apa, Walaupun sudah d jelaskan d kertas tetap aja kecewa.. Lain kali yang amanah ya ka.. Bikin kapok belanja disini"
mettysusilawatty,5,"Warna:cerah
Tekstur:bahannya lembut
Kenyamanan:nyaman adfm"
naniksriwinarni417,5,"Warna:lembut sesuai gambar
Tekstur:halus
Kenyamanan:nyaman"
novadiasyafitri,5,"Bahannya lembut, dan tidak panas,, murah dan kualitas mantap"
nining.andriani,4,"Tekstur:ok
Warna:cantik
Kenyamanan:lumayan

Terimakasih kak"
gelekatgelekat,5,"Warna:sesuai
Tekstur:Halus
Kenyamanan:sangat nyaman di pakai"
6i4rx4ccge,5,"Warna:lumayan sesuai
Tekstur:tipis
Kenyamanan:lumayan"
febyade_,3,"Barang di terima udah ada jahitan yg kebukak yang keliatan obrasannya, warna obrasnya juga ga sama, benang utamanya gampang banget kaya gitu"
f*****9,5,"Warna:menarik
Tekstur:lembut
Kenyamanan:belum coba

Worthed lah"
dimasyudha89,4,"Performa:buruk
Kualitas:buruk.
Tampilan:buruk

Beli 2 dapat 1 admin tidak respon"
darma.jottye,5,"Tekstur:halus
Warna:sesuai dgn pesanan
Kenyamanan:nyaman banget"
euisnurliana72,5,"Tekstur:sangat lembut
Warna:real pic
Kenyamanan:nyaman dipakai"
fubuinyiap,5,"Warna:warna sesuai
Tekstur:bahan bagua
Kenyamanan:blm di coba"
f7z6kurlu9,5,"Warna:sesuai dgn gambar
Tekstur:lembut
Kenyamanan:nyaman digunakan"
daden_777,5,"Tekstur:lembut
Kenyamanan:tidak panas bahannya
Warna:pas

Terima kasih shaler"
zeindprintshop,3,"Benang jahit aja beda dengan warna Sprei nya. Jahitan banyak yang offside, finishing benang panjangnya banyak"
fillaafilia,5,"Tekstur:halus
Warna:cantik
Kenyamanan:cocok buat rebahan

Mantappp"
iinkurniasih163,5,"Warna:cakep
Tekstur:lembut
Kenyamanan:nyaman

Cakep polll"
n*****0,5,"Tekstur:lembut dan nyaman
Warna:sesuai gambar
Kenyamanan:nyaman

Mantappp🙏🏻😇"
zulfazulfakarimah,4,"Warna:bahan bagus
Tekstur:lembut
Kenyamanan:terasa sejuk nyaman juga"
riskarahmawati038,4,"Warna:Army
Tekstur:bagus lembut tebal
Kenyamanan:nyaman skli soalnya kainya dingin"
ogegwidiari,5,"Kualitas:bagus
Tampilan:sesuai pesanan"
lidyasoedjiramaici,5,"Performa:Bagus
Tampilan:halus Dan kuat
Kualitas:tebal dan kelihatannya nyaman"
7viz8b8m8p,5,"Performa:Bagus
Kualitas:Bahan lembut..
Tampilan:Dengan harga segitu sangat baguss"
bbyzie12,5,"Warna:abu
Tekstur:nyaman
Kenyamanan:sejuk"
dizavali1115,5,"Warna:sesuai
Tekstur:bik
Kenyamanan:baik

Baik"
a*****1,5,"Tekstur:bagus
Warna:sesuai
Kenyamanan:nyaman

Bagus..lembut kain nya..jahitan rapi.."
tatsus,5,"Kualitas:bagus
Performa:bahan adem lembut
Tampilan:warna cerah sesuai foto"
mawar_erfina,5,"Warna:hujau,biru
Tekstur:ok
Kenyamanan:ok"
cutcute124,4,"Performa:bagus
Kualitas:bahane lembut
Tampilan:oke

Okee bgt ini seprei e"
cantikakomang,5,"Sesuai harga ga tebel ngga tipis, terima kasih seller🔥🔥🔥👌👌👌"
doborabora,5,"Tekstur:lembut
Warna:coklat milo
Kenyamanan:nyaman adem bahan memuaskan"
ikhafarel06,5,"Kualitas:tidak panas
Tampilan:cantik

Nyaman di pake tidak bikin gerah"
nurhalim504,5,"Tekstur:lembut nyaman
Kenyamanan:sejuk
Warna:bagus

Sangatt bagus yaaaa"
fairuzsopiyarasyida,5,"Tekstur:good
Warna:good
Kenyamanan:good job thank u"
linadwikurnia,5,"Warna:coklat tua
Tekstur:halus, bagus
Kenyamanan:sangat memuaskan"
novrianecco,5,"Warna:lembut
Tekstur:halus
Kenyamanan:nyaman

Terima kasih kk"
anastasiacanna,5,"Tampilan:baguss
Kualitas:lumayan dengan harga segitu"
s*****i,5,"Warna:sesuai gambar
Tekstur:lembut dan nyaman
Kenyamanan:nyamaaaan"
eq4x3xfyjq,5,kualitas bagus tebal dan TDK panas bahannya
rahmaghibran,5,"Warna:sesuai dengan warna
Tekstur:lembut
Kenyamanan:bgus di pakai"
t*****3,5,"Tekstur:adem, baguss tpi boleh kasih saran utk sargul udh di pasang talinyaa"
angga23,5,"Tekstur:bagus
Warna:sesuai
Kenyamanan:nyaman"
agusmulyadi368,5,"Kualitas:ok
Performa:baik
Tampilan:bagus bgt pokok nya"
ratih_daraono12,5,"Warna:bagus sesuai pesanan
Tekstur:halus
Kenyamanan:halus bagus

Makasih sesuai peaanan, terima kasih"
z*****7,5,"Tekstur:lembut
Kenyamanan:sejuk
Warna:estetetok keren abiezzzzz"
f*****a,5,"Warna:menarik
Tekstur:sangat lembut dan nyaman
Kenyamanan:sejuk dan nyaman"
evqcnfh600,5,"Kenyamanan:nyaman dan lembut,tidak panas
Tekstur:lembut
Warna:hitam

Sesuai gambar."
a*****a,5,"Tekstur:lembut
Warna:navy
Kenyamanan:lembut

Recommended"
nisakairun,1,"Tekstur:halus
Warna:bagus

Padahal ukuran udah bener tp kekecilan"
fazaubed,5,"Tekstur:sangat lembut dan adem
Kenyamanan:produk sangat nyaman dipakai
Warna:mocca"
florentinapz,5,"Tekstur:lembut
Kenyamanan:sangat nyaman
Warna:coklat susu"
nazwaananta02,5,Warna:bagus
si_ai23,5,"Warna:lembut adem
Tekstur:bagus
Kenyamanan:nyaman"
idafitriani77,5,"Tampilan:bagus
Kualitas:biasa
Performa:baik

Sesuai harga lah barang nya"
rinanovita1993,5,"Tekstur:barang nya lembut bagus banget kapan"" mau order lagi ahhhhhh"
mochrifa13,5,"Kualitas:ok
Tampilan:ok
Performa:ok"
b*****y,5,"Warna:susai
Tekstur:lembut
Kenyamanan:nyamn

Blom sempat d fto"
madewidya06,4,
s*****1,1,"Jahitan jelek, pesan 2 dikirim 1 tanpa ada konfirmasi"
a*****1,5,Bagus dan cepat sampai ny.. Next order lg disini.. Sukses terus yaa toko ny
lia_muhammadtaher,5,"Warna:polos putih
Tekstur:keren
Kenyamanan:nyaman banget buat tidur"
kakrifai,5,Sesuai pesanan terimkasih 🙏🏻
marwahsaprudin167,5,"Performa:barang sesuai pesanan
Tampilan:bagus
Kualitas:ok"
tiyaya__110923,5,Bagus tebal gambar hanya pemanis ndk smput di foto btangnnya
suliyatijannah,5,"Tekstur:nyaman
Warna:sesuai
Kenyamanan:bagus cocok dengan dinding kamar, makasihya"
kaila290,4,"Warna:sesuai pesanan
Tekstur:barangnya bagus, teksurnya halus
Kenyamanan:nyaman dan lembut"
titostrs,5,"Warna:sesuai
Tekstur:cukup bagus
Kenyamanan:nyaman aja"
r*****o,4,"Warna:warna datang tidak sesuai gambar
Tekstur:pas
Kenyamanan:blm coba"
yeti_masuwarni,5,"Tekstur:lembut
Warna:maroon
Kenyamanan:nyaman

Bagus walaupun agak tipis"
whikaazkia,3,"Tekstur:halus lembut
Warna:sesuai
Kenyamanan:nyaman tapi kain nya tipis"
davidticoalu873,1,"Warna:kalo warna sesuay
Tekstur:halus
Kenyamanan:lumayan

Kain nyah tipis banget"
5a63nsj_x0,5,"Barang sesuai pesanan, bagus sekali. Mudamudahan awer dan tidak panas pas digunakan"
refanizal16,4,"Tekstur:lmyan lmbut
Warna:sesuai gambar,,mocca
Kenyamanan:nyaman di pakai"
p*****i,4,"Warna:maroon
Tekstur:halus
Kenyamanan:pesan maroon tpi terlalu gelap.."
puja.shanti,5,"Alhamdulillah sprei nya udh dateng, blm dipasang semoga pas di kasurnya wkwkw"
riekaabimanyu,4,"Kualitas:bagus
Tampilan:bagus

Baguuuusss sesuai harga"
h_h2iq05_m,5,"Kenyamanan:adem
Tekstur:lembut, halus
Warna:abu tua

Bagus bngt"
lolykanggala,4,"Warna:coklat tua
Tekstur:lembut
Kenyamanan:sangat nyaman digunakan"
saida_saqina05,5,"Warna:cantik
Tekstur:bagus
Kenyamanan:bagus"
eka_febri22,5,"Warna:wardah

pengirimannya cepet banget, bahannya super adem tidak mengecewakan"
rezkie.201013,4,"Warna:sesuai
Tekstur:nyaman
Kenyamanan:nyaman dan dingin

sayangnya bahannya tipis"
korneliusigumelar,3,"Tekstur:halus
Kenyamanan:nyaman
Warna:sesuai

Adminnya lama"
0*****v,5,"Kenyamanan:blm dipasang
Tekstur:lembut
Warna:baby blue"
liaaa368,5,"Tekstur:lembut
Warna:sesuai
Kenyamanan:adem

Bgus bnget adem"
irvanadha,5,"Produk bagus, pengiriman cepat, kemasan aman dan harga terjangkau"
putrichandraw,4,Rada kasar yaa liat dikomen pd bilang lembut bahannya
elfaningsih060,5,"Warna:terlalu terang
Tekstur:adem
Kenyamanan:lumayan lembut"
rosyrianiseran,5,"Tekstur:lembut
Kenyamanan:nyaman
Warna:sesuai

Mau pesan lagiii"
yuanitanita10,5,"Warna:menarik
Tekstur:nyaman
Kenyamanan:baik

Semoga pemakaiannya tahan lama"
iy_he9f3ml,4,"Warna:warna gk sesuai sayang banget
Tekstur:halus
Kenyamanan:nyaman"
